,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
35054,3159128,Doktorsætra,Doktorsaetra,"Doktor Seter,Doktorsaetra,Doktorsætra",62.433330000000005,10.58333,S,FRM,NO,NO,34.0,3427.0,,,0,,785,Europe/Oslo,2019-12-12
600651,11731903,Doktor Londons Vei,Doktor Londons Vei,Doktor Londons Vei,59.95219,10.86565,R,ST,NO,,12.0,301.0,,,0,,184,Europe/Oslo,2018-05-11
34943,3159016,Drammen,Drammen,"Dramen,Dramenas,Dramens,Drammen,Kommun Drammen,Ntramen,XND,de la men,deulammen,doranmen,dram men,dramena,dramn,Ντράμεν,Драмен,Драммен,דראמן,درامن,ڈرامن,ড্রামেন,ดรัมเมน,ドランメン,德拉门,드람멘",59.74389,10.20449,P,PPLA,NO,,30.0,3005.0,,,90722,,11,Europe/Oslo,2019-12-12
53813,6453372,Drammen,Drammen,"Dramen,Dramenas,Dramens,Drammen,Gorad Dramen,Kommun Drammen,Ntramen,de la men,deulammen,doranmen,dram men,dramena,dramn,Ντράμεν,Горад Драмен,Драмен,Драммен,דראמן,درامن,ڈرامن,ড্রামেন,ดรัมเมน,ドランメン,德拉门,드람멘",59.74536,10.205969999999999,A,ADM2,NO,,30.0,3005.0,,,61405,,14,Europe/Oslo,2019-12-13
56347,8556600,Drammen tekniske fagskole,Drammen tekniske fagskole,Drammen tekniske fagskole,59.757659999999994,10.11857,S,SCH,NO,,30.0,3005.0,,,0,,15,Europe/Oslo,2019-12-12
57559,8557812,Drammen videregående skole,Drammen videregaende skole,"Drammen videregaende skole,Drammen videregående skole",59.73733000000001,10.198939999999999,S,SCH,NO,,30.0,3005.0,,,0,,7,Europe/Oslo,2019-12-12
58030,8558283,Drammen stasjon,Drammen stasjon,Drammen stasjon,59.74045,10.20325,S,RSTN,NO,,30.0,3005.0,,,0,,4,Europe/Oslo,2019-12-12
67193,8592984,Drammen motorvegbru,Drammen motorvegbru,Drammen motorvegbru,59.7376,10.22049,S,BDG,NO,,30.0,3005.0,,,0,,5,Europe/Oslo,2019-12-12
433873,9591881,Drammen,Drammen,Drammen,57.99584,7.4885,H,INLT,NO,,42.0,4205.0,,,0,,1,Europe/Oslo,2019-12-12
52873,3253755,Trollhaugen,Trollhaugen,Edvard Grieg Museum Trokdhaugen,60.31965,5.32943,S,MUS,NO,,46.0,4601.0,,,0,,40,Europe/Oslo,2019-12-12
34525,3158590,Eik,Eik,"Eg,Eik",58.166669999999996,7.9833300000000005,S,FRM,NO,NO,42.0,4204.0,,,0,,8,Europe/Oslo,2019-12-12
59886,8585664,Ende,Ende,Ende,58.972390000000004,11.49813,S,BDG,NO,,30.0,3001.0,,,0,,67,Europe/Oslo,2019-12-12
333851,9454095,Ende,Ende,Ende,67.29422,14.81807,S,FRM,NO,,9.0,1804.0,,,0,,40,Europe/Oslo,2014-09-05
496437,9710559,Ende,Ende,Ende,69.00636,16.465999999999998,T,PT,NO,,54.0,5402.0,,,0,,100,Europe/Oslo,2019-12-12
603501,11999001,Ende,Ende,Ende,59.49762,10.20673,S,FRM,NO,,38.0,3802.0,,,0,,140,Europe/Oslo,2019-12-14
603502,11999002,Ende,Ende,Ende,59.46965,10.177719999999999,S,FRM,NO,,38.0,3803.0,,,0,,50,Europe/Oslo,2019-12-14
32582,3156625,Fosseikeland,Fosseikeland,"Foss Eikjeland,Foss-Eigeland,Foss-Eikjeland,Fosseikeland",58.80279,5.72881,S,RSTN,NO,NO,14.0,1108.0,,,0,,25,Europe/Oslo,2019-12-12
32608,3156651,Fossætra,Fossaetra,"Foss Seter,Fossaetra,Fossætra",62.600809999999996,10.11777,S,FRM,NO,NO,34.0,3427.0,,,0,,910,Europe/Oslo,2019-12-12
32609,3156652,Fossætrin,Fossaetrin,"Foss Saeter,Foss-setrin,Fossaeter,Fossaetrin,Fosseter,Fossæter,Fossætrin",63.039390000000004,9.96542,S,FRM,NO,NO,21.0,5059.0,,,0,,460,Europe/Oslo,2019-12-12
32613,3156656,Foss,Foss,"Fos,Foss",60.666669999999996,11.35,P,PPL,NO,NO,34.0,3413.0,,,0,,260,Europe/Oslo,2019-12-12
32615,3156658,Foss,Foss,"Foss,Foss i Bjelland",58.433330000000005,7.53333,P,PPL,NO,NO,42.0,4205.0,,,0,,116,Europe/Oslo,2019-12-12
32618,3156661,Foss,Foss,"Fos,Foss",64.59313,11.6209,S,FRM,NO,NO,21.0,5007.0,,,0,,55,Europe/Oslo,2019-12-12
32620,3156663,Foss,Foss,"Foss,Nedrefoss",61.14745,5.34549,S,FRM,NO,,46.0,4637.0,,,0,,60,Europe/Oslo,2019-12-12
32622,3156665,Foss,Foss,"Fos,Foss",64.47824,12.01548,S,FRM,NO,NO,21.0,5047.0,,,0,,40,Europe/Oslo,2018-05-08
32628,3156671,Foss,Foss,"Fos,Foss",59.62008,10.98442,S,FRM,NO,NO,30.0,3014.0,,,0,,108,Europe/Oslo,2019-12-12
32629,3156672,Foss,Foss,"Fos,Foss",59.259280000000004,9.57397,S,FRM,NO,NO,38.0,3807.0,,,0,,41,Europe/Oslo,2019-12-12
56220,8556473,Foss skole,Foss skole,Foss skole,59.79221,10.257819999999999,S,SCH,NO,,30.0,3049.0,,,0,,41,Europe/Oslo,2019-12-12
56456,8556709,Foss videregående skole,Foss videregaende skole,"Foss videregaende skole,Foss videregående skole",59.92665,10.75558,S,SCH,NO,,12.0,301.0,,,0,,40,Europe/Oslo,2013-07-04
58608,8584386,Fossbruno,Fossbruno,"Foss bru,Fossbruno",58.40622,6.268730000000001,S,BDG,NO,,14.0,1111.0,,,0,,141,Europe/Oslo,2013-07-26
59431,8585209,Foss bru,Foss bru,Foss bru,58.25951,8.15967,S,BDG,NO,,42.0,4216.0,,,0,,22,Europe/Oslo,2019-12-12
60221,8586000,Foss,Foss,Foss,59.62206,10.97123,S,BDG,NO,,30.0,3014.0,,,0,,90,Europe/Oslo,2019-12-12
60431,8586211,Foss,Foss,Foss,59.806630000000006,11.37708,S,BDG,NO,,30.0,3026.0,,,0,,183,Europe/Oslo,2019-12-12
60919,8586701,Foss bru,Foss bru,Foss bru,60.664640000000006,11.35024,S,BDG,NO,,34.0,3413.0,,,0,,300,Europe/Oslo,2019-12-12
62893,8588675,Foss,Foss,Foss,59.62899,10.230369999999999,S,BDG,NO,,38.0,3802.0,,,0,,29,Europe/Oslo,2019-12-12
64541,8590326,Foss,Foss,Foss,58.1965,7.12179,S,BDG,NO,,42.0,4225.0,,,0,,30,Europe/Oslo,2019-12-12
64755,8590540,Foss Vatne,Foss Vatne,Foss Vatne,58.8368,5.83767,S,BDG,NO,,14.0,1108.0,,,0,,29,Europe/Oslo,2019-12-12
65199,8590985,Foss,Foss,Foss,59.27489,6.1538699999999995,S,BDG,NO,,14.0,1133.0,,,0,,54,Europe/Oslo,2013-07-26
65250,8591036,Foss,Foss,Foss,59.45625,6.3579300000000005,S,BDG,NO,,14.0,1134.0,,,0,,54,Europe/Oslo,2013-07-26
66493,8592283,Foss,Foss,Foss,61.14828000000001,5.345940000000001,S,BDG,NO,,46.0,4637.0,,,0,,60,Europe/Oslo,2019-12-12
294284,9414426,"Foss,nordre","Foss,nordre","Foss nordre,Fosseidberget",60.343869999999995,12.02029,S,FRM,NO,,34.0,3401.0,,,0,,180,Europe/Oslo,2019-12-12
294683,9414825,"Foss,øvre","Foss,ovre","Foss,Foss ovre,Foss øvre",58.125769999999996,7.33634,S,FRM,NO,,42.0,4205.0,,,0,,37,Europe/Oslo,2019-12-12
295187,9415329,Foss,Foss,Foss,60.56378,8.28832,S,FRM,NO,,30.0,3044.0,,,0,,690,Europe/Oslo,2019-12-12
296942,9417087,Foss,Foss,Foss,60.66438,11.34988,S,FRM,NO,,34.0,3413.0,,,0,,220,Europe/Oslo,2019-12-12
297111,9417256,Foss,Foss,Foss,60.71096,11.78533,S,FRM,NO,,34.0,3419.0,,,0,,177,Europe/Oslo,2019-12-12
297607,9417752,Foss,Foss,"Foss,Fosseid",60.52394,11.96931,S,FRM,NO,,34.0,3418.0,,,0,,175,Europe/Oslo,2019-12-12
301591,9421742,Foss  øvre,Foss  ovre,"Foss  ovre,Foss  øvre",61.1487,5.35275,S,FRM,NO,,46.0,4637.0,,,0,,160,Europe/Oslo,2019-12-12
302009,9422162,Foss,Foss,Foss,61.231230000000004,7.0955699999999995,S,FRM,NO,,46.0,4640.0,,,0,,1,Europe/Oslo,2019-12-12
306302,9426455,Foss,Foss,Foss,61.38292,12.69373,S,FRM,NO,,34.0,3421.0,,,0,,440,Europe/Oslo,2019-12-12
310792,9430960,Foss,Foss,Foss,62.389590000000005,8.019680000000001,S,FRM,NO,,8.0,1539.0,,,0,,259,Europe/Oslo,2014-09-04
313461,9433663,Foss,Foss,Foss,62.984880000000004,9.769739999999999,S,FRM,NO,,21.0,5059.0,,,0,,280,Europe/Oslo,2019-12-12
317604,9437814,Foss,Foss,Foss,63.523,10.00266,S,FRM,NO,,21.0,5054.0,,,0,,37,Europe/Oslo,2018-05-08
319113,9439324,Foss,Foss,Foss,59.791340000000005,10.26046,S,FRM,NO,,30.0,3049.0,,,0,,46,Europe/Oslo,2019-12-12
319592,9439803,Foss indre,Foss indre,Foss indre,58.208690000000004,7.13542,S,FRM,NO,,42.0,4225.0,,,0,,41,Europe/Oslo,2019-12-12
320572,9440806,Foss,Foss,Foss,59.43506,11.334760000000001,S,FRM,NO,,30.0,3016.0,,,0,,113,Europe/Oslo,2019-12-12
322571,9442805,Foss mellom,Foss mellom,Foss mellom,59.47663000000001,10.010819999999999,S,FRM,NO,,30.0,3006.0,,,0,,95,Europe/Oslo,2019-12-12
323301,9443535,Foss,Foss,Foss,59.972640000000006,10.97274,S,FRM,NO,,30.0,3030.0,,,0,,172,Europe/Oslo,2019-12-12
335474,9455725,Foss,Foss,Foss,58.251780000000004,7.95441,S,FRM,NO,,42.0,4223.0,,,0,,16,Europe/Oslo,2019-12-12
339835,9460091,Foss,Foss,Foss,63.46711,9.71454,S,FRM,NO,,21.0,5059.0,,,0,,180,Europe/Oslo,2019-12-12
354993,9475306,Foss,Foss,Foss,61.75042,11.96739,S,FRM,NO,,34.0,3425.0,,,0,,700,Europe/Oslo,2019-12-12
355896,9476211,Foss,Foss,Foss,60.91986,11.51859,S,FRM,NO,,34.0,3420.0,,,0,,195,Europe/Oslo,2019-12-12
358272,9478587,Fossheim,Fossheim,"Foss,Fossheim,Raevholen,Revholen,Rævholen",60.43125,11.57417,S,FRM,NO,,34.0,3414.0,,,0,,180,Europe/Oslo,2019-12-12
362961,9483281,Foss,Foss,Foss,69.61275,19.37354,S,FRM,NO,,54.0,5401.0,,,0,,78,Europe/Oslo,2019-12-12
365802,9486210,Foss,Foss,Foss,59.23525,11.17577,S,FRM,NO,,30.0,3003.0,,,0,,36,Europe/Oslo,2019-12-12
367711,9488119,Foss,Foss,Foss,59.49632,10.27337,S,FRM,NO,,38.0,3802.0,,,0,,128,Europe/Oslo,2019-12-12
369231,9489639,Foss,Foss,Foss,59.48661,11.71101,S,FRM,NO,,30.0,3013.0,,,0,,159,Europe/Oslo,2019-12-12
370727,9491135,Foss,Foss,Foss,58.423880000000004,7.519539999999999,S,FRM,NO,,42.0,4205.0,,,0,,115,Europe/Oslo,2019-12-12
371680,9492089,Foss,Foss,Foss,59.72563,11.05306,S,FRM,NO,,30.0,3028.0,,,0,,142,Europe/Oslo,2019-12-12
373054,9493465,Foss,Foss,Foss,59.627159999999996,11.62797,S,FRM,NO,,30.0,3013.0,,,0,,178,Europe/Oslo,2019-12-12
374107,9494518,Foss,Foss,Foss,59.845690000000005,9.5605,S,FRM,NO,,30.0,3050.0,,,0,,190,Europe/Oslo,2019-12-12
374134,9494545,Foss,Foss,Foss,59.78998000000001,9.57364,S,FRM,NO,,30.0,3050.0,,,0,,192,Europe/Oslo,2019-12-12
374546,9494957,Foss,Foss,Foss,58.2625,8.157210000000001,S,FRM,NO,,42.0,4204.0,,,0,,25,Europe/Oslo,2019-12-12
374890,9495301,Foss,Foss,Foss,59.76043000000001,10.465,S,FRM,NO,,30.0,3025.0,,,0,,91,Europe/Oslo,2019-12-12
375673,9496207,Foss,Foss,Foss,59.93976,11.57663,S,FRM,NO,,30.0,3026.0,,,0,,142,Europe/Oslo,2019-12-12
375929,9496567,Foss,Foss,Foss,59.77381,11.51952,S,FRM,NO,,30.0,3026.0,,,0,,133,Europe/Oslo,2019-12-12
377366,9499280,Foss,Foss,Foss,60.11515,10.09533,S,FRM,NO,,30.0,3007.0,,,0,,240,Europe/Oslo,2019-12-12
377794,9499919,"Foss,nedre","Foss,nedre",Foss nedre,60.125130000000006,11.0795,S,FRM,NO,,30.0,3036.0,,,0,,120,Europe/Oslo,2019-12-12
378379,9500787,Foss,Foss,Foss,60.01778,11.40842,S,FRM,NO,,30.0,3034.0,,,0,,160,Europe/Oslo,2019-12-12
380727,9535678,Foss,Foss,Foss,58.11776,7.33569,P,PPL,NO,,42.0,4205.0,,,0,,8,Europe/Oslo,2019-12-12
578476,9822096,Foss,Foss,Foss,60.3406,12.0169,S,FRM,NO,,34.0,3401.0,,,0,,169,Europe/Oslo,2019-12-12
578478,9822098,Foss,Foss,Foss,60.334430000000005,12.010589999999999,S,FRM,NO,,34.0,3401.0,,,0,,164,Europe/Oslo,2019-12-12
581666,9825286,Foss,Foss,Foss,63.62195,10.032860000000001,S,FRM,NO,,21.0,5054.0,,,0,,23,Europe/Oslo,2018-05-08
583118,9826738,Foss,Foss,Foss,59.27955,6.1655,S,FRM,NO,,14.0,1133.0,,,0,,92,Europe/Oslo,2014-11-10
583606,9827226,Foss,Foss,"Foss,Petraborg",59.71999,9.85908,S,FRM,NO,,30.0,3048.0,,,0,,40,Europe/Oslo,2019-12-12
583783,9827403,Foss,Foss,Foss,59.51964,11.2459,S,FRM,NO,,30.0,3014.0,,,0,,69,Europe/Oslo,2019-12-12
583786,9827406,Foss,Foss,Foss,59.499590000000005,11.21619,S,FRM,NO,,30.0,3015.0,,,0,,55,Europe/Oslo,2019-12-12
583963,9827583,Foss,Foss,Foss,59.8067,11.3717,S,FRM,NO,,30.0,3026.0,,,0,,196,Europe/Oslo,2019-12-12
602149,11873353,Foss Mølle,Foss Molle,"Foss Molle,Foss Mølle",59.62848,10.23061,S,MFG,NO,,38.0,3802.0,,,0,,30,Europe/Oslo,2019-12-14
338101,9458357,Foten,Foten,Foten,63.42635,10.809289999999999,S,FRM,NO,,21.0,5031.0,,,0,,70,Europe/Oslo,2018-05-08
341649,9461905,Foten,Foten,Foten,62.33973,6.20324,S,FRM,NO,,8.0,1520.0,,,0,,120,Europe/Oslo,2014-09-05
394348,9551951,Foten,Foten,Foten,58.58021,8.86935,H,MRSH,NO,,42.0,4213.0,,,0,,149,Europe/Oslo,2019-12-12
397705,9555315,Foten,Foten,Foten,58.803340000000006,8.67638,H,MRSH,NO,,42.0,4212.0,,,0,,315,Europe/Oslo,2019-12-12
504461,9718584,Foten,Foten,Foten,65.99529,11.98218,T,RK,NO,,9.0,1818.0,,,0,,-9999,Europe/Oslo,2014-10-13
504780,9718903,Foten,Foten,Foten,66.23885,12.16055,T,RK,NO,,9.0,1827.0,,,0,,-9999,Europe/Oslo,2014-10-13
64820,8590605,Fredrikke Qvamsgate,Fredrikke Qvamsgate,Fredrikke Qvamsgate,58.91946,5.7125699999999995,S,BDG,NO,,14.0,1103.0,,,0,,17,Europe/Oslo,2013-07-26
334210,9454454,Frem,Frem,Frem,62.86274,10.24483,S,FRM,NO,,21.0,5027.0,,,0,,580,Europe/Oslo,2018-05-08
509413,9723537,"Fritt,store","Fritt,store","Fritt store,Store Frett,Store Fritt",59.1391,10.98207,T,RK,NO,,30.0,3004.0,,,0,,9,Europe/Oslo,2019-12-12
509414,9723538,"Fritt,l","Fritt,l","Fritt l,Lille Frett,Lille Fritt",59.14286,10.98183,T,RK,NO,,30.0,3004.0,,,0,,-9999,Europe/Oslo,2019-12-12
32428,3156470,Frogner,Frogner,Frogner,60.02463,11.102839999999999,P,PPL,NO,,30.0,3030.0,,,1108,,138,Europe/Oslo,2019-12-12
55728,8532608,Frogner kirke,Frogner kirke,Frogner kirke,59.9175,10.706660000000001,S,CH,NO,,12.0,301.0,,,0,,48,Europe/Oslo,2013-05-28
56009,8532893,Frogner,Frogner,Frogner,59.77871,10.22514,S,CH,NO,,30.0,3049.0,,,0,,105,Europe/Oslo,2019-12-12
56077,8532961,Frogner,Frogner,Frogner,60.020019999999995,11.10576,S,CH,NO,,30.0,3030.0,,,0,,138,Europe/Oslo,2019-12-12
57777,8558030,Frogner skole,Frogner skole,Frogner skole,60.025369999999995,11.102089999999999,S,SCH,NO,,30.0,3030.0,,,0,,140,Europe/Oslo,2019-12-12
58164,8558417,Frogner stasjon,Frogner stasjon,Frogner stasjon,60.023,11.10323,S,RSTN,NO,,30.0,3030.0,,,0,,138,Europe/Oslo,2019-12-12
60474,8586256,Frogner,Frogner,Frogner,60.024390000000004,11.0973,S,BDG,NO,,30.0,3030.0,,,0,,123,Europe/Oslo,2019-12-12
194849,9304101,Frogner,Frogner,Frogner,59.21001,9.62177,P,PPLX,NO,,38.0,3807.0,,,0,,72,Europe/Oslo,2019-12-12
296006,9416150,Frogner,Frogner,Frogner,60.732409999999994,10.69128,S,FRM,NO,,34.0,3443.0,,,0,,446,Europe/Oslo,2019-12-12
300844,9420994,Frogne,Frogne,"Frogne,Frogner",60.797909999999995,11.15964,S,FRM,NO,,34.0,3403.0,,,0,,162,Europe/Oslo,2019-12-12
307533,9427686,Frogner,Frogner,Frogner,61.56587,11.119110000000001,S,FRM,NO,,34.0,3423.0,,,0,,480,Europe/Oslo,2019-12-12
319124,9439335,Frogner prestegård,Frogner prestegard,"Frogner prestegard,Frogner prestegård",59.77997,10.22343,S,FRM,NO,,30.0,3049.0,,,0,,114,Europe/Oslo,2019-12-12
327389,9447631,Frogner,Frogner,Frogner,59.245540000000005,10.41188,S,FRM,NO,,38.0,3811.0,,,0,,31,Europe/Oslo,2019-12-12
345550,9465810,Frogner,Frogner,Frogner,60.861940000000004,11.35561,S,FRM,NO,,34.0,3412.0,,,0,,288,Europe/Oslo,2019-12-12
353631,9473934,Frogner,Frogner,Frogner,60.68016,10.85716,S,FRM,NO,,34.0,3442.0,,,0,,240,Europe/Oslo,2019-12-12
364015,9484338,Frogner,Frogner,Frogner,59.21691,9.62074,S,FRM,NO,,38.0,3807.0,,,0,,35,Europe/Oslo,2019-12-12
371765,9492175,Frogner nordre,Frogner nordre,Frogner nordre,59.69246999999999,10.86187,S,FRM,NO,,30.0,3020.0,,,0,,120,Europe/Oslo,2019-12-12
371766,9492176,"Frogner,midtre","Frogner,midtre",Frogner midtre,59.69065,10.86575,S,FRM,NO,,30.0,3020.0,,,0,,118,Europe/Oslo,2019-12-12
371768,9492178,"Frogner,østre","Frogner,ostre","Frogner ostre,Frogner østre",59.6894,10.869110000000001,S,FRM,NO,,30.0,3020.0,,,0,,115,Europe/Oslo,2019-12-12
372735,9493146,Frogner,Frogner,Frogner,59.576769999999996,11.45985,S,FRM,NO,,30.0,3014.0,,,0,,171,Europe/Oslo,2019-12-12
374723,9495134,Frogner,Frogner,Frogner,59.92624,10.4579,S,FRM,NO,,30.0,3024.0,,,0,,71,Europe/Oslo,2019-12-12
375411,9495893,Frogner,Frogner,Frogner,59.83275,11.36063,S,FRM,NO,,30.0,3026.0,,,0,,211,Europe/Oslo,2019-12-12
378275,9500634,Frogner,Frogner,Frogner,60.07903,11.18245,S,FRM,NO,,30.0,3033.0,,,0,,145,Europe/Oslo,2019-12-12
378622,9501162,Frogner,Frogner,Frogner,60.173680000000004,11.499360000000001,S,FRM,NO,,30.0,3034.0,,,0,,133,Europe/Oslo,2019-12-12
551871,9766118,Frøsen,Frosen,"Frosen,Frøsen",63.82756,11.51174,H,STM,NO,,21.0,5038.0,,,0,,180,Europe/Oslo,2018-05-08
561046,9775298,Frøsen,Frosen,"Frosen,Frøsen",66.82725,13.498129999999998,H,STM,NO,,9.0,1837.0,,,0,,60,Europe/Oslo,2014-10-15
319939,9440152,Får,Far,"Far,Får",63.8405,11.12583,S,FRM,NO,,21.0,5053.0,,,0,,-9999,Europe/Oslo,2018-05-08
13789,3137619,Bresjevatnet,Bresjevatnet,"Bresjavatnet,Bresjevatnet,Forste Bresjevatnet,Første Bresjevatnet,Sor Bresjavand,Sor Bresjavatnet,Sör Bresjavand,Sør Bresjavatnet",68.38287,15.50009,H,LK,NO,NO,9.0,1851.0,,,0,,120,Europe/Oslo,2013-07-04
70636,9039493,Første Olarsavatn,Forste Olarsavatn,"Forste Olarsavannet,Forste Olarsavatn,Første Olarsavannet,Første Olarsavatn",70.81449,28.060309999999998,H,LK,NO,,54.0,5439.0,,,0,,120,Europe/Oslo,2019-12-12
70852,9039709,Første Vittnesvannet,Forste Vittnesvannet,"Forste Vittnesvannet,Første Vittnesvannet",70.02781,20.79117,H,LK,NO,,54.0,5427.0,,,0,,345,Europe/Oslo,2019-12-12
71163,9040020,Første Aunvatnet,Forste Aunvatnet,"Forste Aunvatnet,Første Aunvatnet,Vueledsjaevrie",64.89279,12.48531,H,LK,NO,,21.0,5046.0,,,0,,33,Europe/Oslo,2018-05-08
72530,9041387,Første Langvatnet,Forste Langvatnet,"Forste Langvatnet,Første Langvatnet",69.94719,18.91066,H,LK,NO,,54.0,5401.0,,,0,,259,Europe/Oslo,2019-12-12
72964,9041821,Første Holmåkvatnet,Forste Holmakvatnet,"Forste Holmakvatnet,Første Holmåkvatnet,Langvatnet",67.84472,15.203829999999998,H,LK,NO,,9.0,1848.0,,,0,,200,Europe/Oslo,2014-05-25
74381,9043238,Første Øvrevatnet,Forste Ovrevatnet,"Forste Ovrevannet,Forste Ovrevatnet,Første Øvrevannet,Første Øvrevatnet",69.80919,23.40395,H,LK,NO,,54.0,5403.0,,,0,,380,Europe/Oslo,2019-12-12
132905,9162925,Første Munkeskuta,Forste Munkeskuta,"Forste Munkeskuta,Første Munkeskuta",69.45223,17.27724,T,PASS,NO,,54.0,5421.0,,,0,,223,Europe/Oslo,2019-12-12
135108,9165145,"Råčči,stuorra","Racci,stuorra","Forste porten,Første porten,Racci stuorra,Råčči stuorra,Stuorra Rohci,Stuorra Rohči",70.29026,30.220609999999997,T,PASS,NO,,54.0,5404.0,,,0,,97,Europe/Oslo,2019-12-12
172528,9237517,Første Vola,Forste Vola,"Forste Vola,Første Vola",62.26109,10.269210000000001,T,HLL,NO,,34.0,3429.0,,,0,,966,Europe/Oslo,2019-12-12
210267,9319582,Første Nyksundvatnet,Forste Nyksundvatnet,"Forste Nyksundvatnet,Første Nyksundvatnet",68.99128,15.033489999999999,H,PND,NO,,9.0,1868.0,,,0,,140,Europe/Oslo,2014-08-14
219955,9329353,Første tjønna,Forste tjonna,"Forste tjonna,Første tjønna",68.86142,18.4313,H,PND,NO,,54.0,5416.0,,,0,,420,Europe/Oslo,2019-12-12
223723,9333121,Første Fiskfjordvatnet,Forste Fiskfjordvatnet,"Forste Fiskfjordvatnet,Første Fiskfjordvatnet",68.56433,15.357389999999999,H,PND,NO,,9.0,1866.0,,,0,,42,Europe/Oslo,2014-08-14
226660,9336061,Første Hellvannet,Forste Hellvannet,"Forste Hellvannet,Første Hellvannet,Hellevatnet",69.81884000000001,19.046020000000002,H,PND,NO,,54.0,5401.0,,,0,,243,Europe/Oslo,2019-12-12
266523,9376912,Første velta,Forste velta,"Forste velta,Første velta",69.20236,17.3813,T,HLL,NO,,54.0,5421.0,,,0,,99,Europe/Oslo,2019-12-12
566339,9780605,Første Tverrelva,Forste Tverrelva,"Forste Tverrelva,Første Tverrelva",68.69144,15.82421,H,STM,NO,,54.0,5411.0,,,0,,300,Europe/Oslo,2019-12-12
566648,9780915,Første gammelvetelv,Forste gammelvetelv,"Forste gammelvetelv,Første gammelvetelv",69.21856,17.66687,H,STM,NO,,54.0,5421.0,,,0,,145,Europe/Oslo,2019-12-12
32128,3156168,Gammelvollsjøen,Gammelvollsjoen,"Gamlevollsjoen,Gamlevollsjøen,Gammel Vold Sjo,Gammel Vold Sjø",63.08118,11.68717,H,LK,NO,NO,21.0,5033.0,,,0,,530,Europe/Oslo,2018-05-08
346206,9466466,Gammel Skårå,Gammel Skara,"Gammel Skara,Gammel Skårå",61.846709999999995,9.42453,S,FRM,NO,,34.0,3437.0,,,0,,300,Europe/Oslo,2019-12-12
358584,9478902,Gammel Haugslia,Gammel Haugslia,Gammel Haugslia,60.169540000000005,11.606639999999999,S,FRM,NO,,34.0,3415.0,,,0,,156,Europe/Oslo,2019-12-12
591556,9836765,Gammel Negardssetra,Gammel Negardssetra,"Gammel Negardssetra,Gammelnedgardssaetra,Gammelnedgardssætra",62.959030000000006,9.61454,S,FRM,NO,,21.0,5059.0,,,0,,520,Europe/Oslo,2019-12-12
593144,9838353,Gammel Hogsdalssetra,Gammel Hogsdalssetra,Gammel Hogsdalssetra,63.73588,10.227960000000001,S,FRM,NO,,21.0,5054.0,,,0,,180,Europe/Oslo,2018-05-08
593148,9838357,Gammel Grøsetsetrin,Gammel Grosetsetrin,"Gammel Grosetsetrin,Gammel Grøsetsetrin",63.07986,9.40108,S,FRM,NO,,21.0,5061.0,,,0,,380,Europe/Oslo,2019-06-07
594111,9839321,Gammel - Okålseteren,Gammel - Okalseteren,"Gammel - Okalseteren,Gammel - Okålseteren",63.893440000000005,10.69481,S,FRM,NO,,21.0,5006.0,,,0,,480,Europe/Oslo,2019-12-12
594666,9839877,Gammel Sandbusætre,Gammel Sandbusaetre,"Gammel Sandbusaetre,Gammel Sandbusætre",61.778980000000004,9.66877,S,FRM,NO,,34.0,3437.0,,,0,,880,Europe/Oslo,2019-12-12
26730,3150701,Jøvik,Jovik,"Gjovik,Gjøvik,Jovik,Jøvik",69.4583,18.350070000000002,P,PPL,NO,NO,54.0,5421.0,,,0,,42,Europe/Oslo,2019-12-12
31535,3155571,Gjøviken,Gjoviken,"Gjovik,Gjoviken,Gjøvik,Gjøviken",60.666669999999996,11.13333,S,LDNG,NO,NO,34.0,3413.0,,,0,,140,Europe/Oslo,2019-12-12
31536,3155572,Jøvik,Jovik,"Gjovik,Gjøvik,Jovik,Jøvik",69.13806,17.32,P,PPL,NO,NO,54.0,5421.0,,,0,,1,Europe/Oslo,2019-12-12
31537,3155573,Gjøvik,Gjovik,"Gjoevik,Gjovik,Gjoviki vald,Gjoviks kommun,Gjövik,Gjøvik,Gjøviki vald,Gjøviks kommun,Jevik,Jjovik,Jovik,Jovikas,Kommun Gjovik,Kommun Gjøvik,gajabhika,yebikeu,yue wei ke,Јевик,Йовик,Йёвик,গজাভিক,约维克,예비크",60.79574,10.69155,P,PPLA2,NO,,34.0,3407.0,,,17596,,127,Europe/Oslo,2019-12-12
53796,6453355,Gjøvik,Gjovik,"Gjovik kommune,Gjoviki vald,Gjoviks kommun,Gjøvik kommune,Gjøviki vald,Gjøviks kommun,Jevik,Jjovik,Jovik,Jovikas,Kommun Gjovik,Kommun Gjøvik,gajabhika,gywwyk,yebikeu,yue wei ke,ywfyk,Јевик,Йовик,Йёвик,يوفيك,گیوویک,গজাভিক,约维克,예비크",60.79472,10.69287,A,ADM2,NO,,34.0,3407.0,,,28611,,123,Europe/Oslo,2019-12-13
55781,8532662,Gjøvik gravkapell,Gjovik gravkapell,"Gjovik gravkapell,Gjøvik gravkapell",60.78746999999999,10.69946,S,CH,NO,,34.0,3407.0,,,0,,123,Europe/Oslo,2019-12-12
55782,8532663,Gjøvik,Gjovik,"Gjovik,Gjøvik",60.798019999999994,10.68772,S,CH,NO,,34.0,3407.0,,,0,,127,Europe/Oslo,2019-12-12
