,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
377729,9499821,Vestre Engelstad,Vestre Engelstad,Vestre Engelstad,60.19246999999999,11.03024,S,FRM,NO,,30.0,3036.0,,,0,,160,Europe/Oslo,2019-12-12
377798,9499924,Vestre Nordby,Vestre Nordby,Vestre Nordby,60.12053,11.01944,S,FRM,NO,,30.0,3036.0,,,0,,191,Europe/Oslo,2019-12-12
379103,9501883,Hauger,Hauger,"Hauger,Vestre Hauger",60.22741,12.13291,S,FRM,NO,,34.0,3401.0,,,0,,197,Europe/Oslo,2019-12-12
379723,9502836,Vestre Rå,Vestre Ra,"Vestre Ra,Vestre Rå",60.29081,5.30958,S,FRM,NO,,46.0,4601.0,,,0,,80,Europe/Oslo,2019-12-12
379998,9503314,Vestre Kleivan,Vestre Kleivan,Vestre Kleivan,58.1653,7.01158,S,FRM,NO,,42.0,4225.0,,,0,,178,Europe/Oslo,2019-12-12
380613,9535530,Vestre Gravstad,Vestre Gravstad,Vestre Gravstad,60.33471,4.9966800000000005,S,CMTY,NO,,46.0,4626.0,,,0,,60,Europe/Oslo,2019-12-12
380676,9535597,Vestre gravlund,Vestre gravlund,Vestre gravlund,59.22087,10.926110000000001,S,CMTY,NO,,30.0,3004.0,,,0,,8,Europe/Oslo,2019-12-12
380788,9535741,Vestre Tysketorpet,Vestre Tysketorpet,Vestre Tysketorpet,60.49616999999999,12.3663,P,PPL,NO,,34.0,3417.0,,,0,,440,Europe/Oslo,2019-12-12
381097,9536065,Vestre,Vestre,Vestre,62.461369999999995,6.873130000000001,P,PPL,NO,,8.0,1507.0,,,0,,100,Europe/Oslo,2019-12-12
382419,9537445,Vestre Grønås,Vestre Gronas,"Vestre Gronas,Vestre Grønås",59.70241,5.3709,P,PPL,NO,,46.0,4613.0,,,0,,29,Europe/Oslo,2019-12-12
382630,9537668,"Vikene,vestre","Vikene,vestre","Vestre Vikene,Vikene vestre",59.218030000000006,10.79133,P,PPL,NO,,30.0,3004.0,,,0,,9,Europe/Oslo,2019-12-12
383069,9540579,Vestre Fuglemyra,Vestre Fuglemyra,Vestre Fuglemyra,60.466609999999996,12.225439999999999,H,MRSH,NO,,34.0,3417.0,,,0,,340,Europe/Oslo,2019-12-12
384436,9541958,Vestre Gjermundsmyra,Vestre Gjermundsmyra,Vestre Gjermundsmyra,61.462990000000005,12.56744,H,MRSH,NO,,34.0,3421.0,,,0,,517,Europe/Oslo,2019-12-12
386790,9544328,Vestre Skuggemyr,Vestre Skuggemyr,Vestre Skuggemyr,58.29521999999999,7.4349300000000005,H,MRSH,NO,,42.0,4205.0,,,0,,380,Europe/Oslo,2019-12-12
386937,9544475,Vestre Eigekjerret,Vestre Eigekjerret,Vestre Eigekjerret,58.193659999999994,7.48567,H,MRSH,NO,,42.0,4205.0,,,0,,262,Europe/Oslo,2019-12-12
386980,9544518,Vestre Jerbermyr,Vestre Jerbermyr,Vestre Jerbermyr,58.15701,7.5338899999999995,H,MRSH,NO,,42.0,4205.0,,,0,,120,Europe/Oslo,2019-12-12
387087,9544626,Vestre Auslandsmyr,Vestre Auslandsmyr,Vestre Auslandsmyr,58.19879,7.631810000000001,H,MRSH,NO,,42.0,4205.0,,,0,,209,Europe/Oslo,2019-12-12
388236,9545779,Vestre Klomrekjerr,Vestre Klomrekjerr,Vestre Klomrekjerr,58.74899,9.030289999999999,H,MRSH,NO,,42.0,4201.0,,,0,,122,Europe/Oslo,2019-12-12
388815,9546359,Vestre Midtfjellmyra,Vestre Midtfjellmyra,Vestre Midtfjellmyra,59.75792,11.320039999999999,H,MRSH,NO,,30.0,3014.0,,,0,,190,Europe/Oslo,2019-12-12
389208,9546753,Vestre Kalvvassmyra,Vestre Kalvvassmyra,Vestre Kalvvassmyra,58.873180000000005,9.127130000000001,H,MRSH,NO,,42.0,4211.0,,,0,,168,Europe/Oslo,2019-12-12
389927,9547472,Vestre Fonsmyr,Vestre Fonsmyr,Vestre Fonsmyr,59.40676,10.16911,H,MRSH,NO,,38.0,3803.0,,,0,,198,Europe/Oslo,2019-12-12
395127,9552734,Vestre Langsheimyr,Vestre Langsheimyr,Vestre Langsheimyr,58.4462,7.83263,H,MRSH,NO,,42.0,4218.0,,,0,,275,Europe/Oslo,2019-12-12
395488,9553096,Vestre Karismyr,Vestre Karismyr,Vestre Karismyr,58.492740000000005,7.977689999999999,H,MRSH,NO,,42.0,4218.0,,,0,,437,Europe/Oslo,2019-12-12
395583,9553192,Vestre Mellommyra,Vestre Mellommyra,Vestre Mellommyra,60.15691999999999,9.39133,H,MRSH,NO,,30.0,3045.0,,,0,,450,Europe/Oslo,2019-12-12
396288,9553897,Vestre Stormyr,Vestre Stormyr,Vestre Stormyr,58.88828,9.1858,H,MRSH,NO,,38.0,3814.0,,,0,,203,Europe/Oslo,2019-12-12
397393,9555003,Vestre Øygardsmyr,Vestre Oygardsmyr,"Vestre Oygardsmyr,Vestre Øygardsmyr",58.825230000000005,8.907580000000001,H,MRSH,NO,,42.0,4212.0,,,0,,295,Europe/Oslo,2019-12-12
397531,9555141,Vestre Tjusslikjerret,Vestre Tjusslikjerret,Vestre Tjusslikjerret,58.73823,8.71723,H,MRSH,NO,,42.0,4212.0,,,0,,351,Europe/Oslo,2019-12-12
397709,9555319,Vestre Taklimyra,Vestre Taklimyra,Vestre Taklimyra,58.79857,8.67785,H,MRSH,NO,,42.0,4212.0,,,0,,312,Europe/Oslo,2019-12-12
398033,9555643,Vestre Sauknollmyra,Vestre Sauknollmyra,Vestre Sauknollmyra,58.709740000000004,8.91164,H,MRSH,NO,,42.0,4212.0,,,0,,195,Europe/Oslo,2019-12-12
398077,9555687,Vestre Skorstølmyr,Vestre Skorstolmyr,"Vestre Skorstolmyr,Vestre Skorstølmyr",58.804019999999994,8.97433,H,MRSH,NO,,42.0,4212.0,,,0,,179,Europe/Oslo,2019-12-12
398736,9556346,Vestre Lammetjønnmyr,Vestre Lammetjonnmyr,"Vestre Lammetjonnmyr,Vestre Lammetjønnmyr",58.47753,7.70638,H,MRSH,NO,,42.0,4219.0,,,0,,405,Europe/Oslo,2019-12-12
405466,9563136,Vestre Kilan,Vestre Kilan,Vestre Kilan,58.37334,6.83545,H,MRSH,NO,,42.0,4207.0,,,0,,111,Europe/Oslo,2019-12-12
409759,9567478,Vestre Raspemyra,Vestre Raspemyra,Vestre Raspemyra,59.969669999999994,12.29595,H,MRSH,NO,,34.0,3416.0,,,0,,217,Europe/Oslo,2019-12-12
409911,9567630,Vestre Fuglemyra,Vestre Fuglemyra,Vestre Fuglemyra,60.01209,11.88696,H,MRSH,NO,,34.0,3416.0,,,0,,360,Europe/Oslo,2019-12-12
412691,9570475,Vestre myrane,Vestre myrane,Vestre myrane,58.52429,7.94463,H,MRSH,NO,,42.0,4216.0,,,0,,343,Europe/Oslo,2019-12-12
413683,9571467,Vestre Kroktjernmyr,Vestre Kroktjernmyr,Vestre Kroktjernmyr,59.086490000000005,11.56821,H,MRSH,NO,,30.0,3001.0,,,0,,162,Europe/Oslo,2019-12-12
414012,9571796,Vestre Dypilmåsan,Vestre Dypilmasan,"Vestre Dypilmasan,Vestre Dypilmåsan",59.75838,11.86466,H,MRSH,NO,,30.0,3026.0,,,0,,280,Europe/Oslo,2019-12-12
414922,9572706,Vestre Moltekjerr,Vestre Moltekjerr,Vestre Moltekjerr,58.782740000000004,8.45268,H,MRSH,NO,,42.0,4217.0,,,0,,348,Europe/Oslo,2019-12-12
415167,9572951,Vestre Hestesprengmyr,Vestre Hestesprengmyr,Vestre Hestesprengmyr,59.51235,11.529710000000001,H,MRSH,NO,,30.0,3013.0,,,0,,220,Europe/Oslo,2019-12-12
415501,9573285,Vestre Bumosen,Vestre Bumosen,Vestre Bumosen,59.49899,11.713,H,MRSH,NO,,30.0,3013.0,,,0,,198,Europe/Oslo,2019-12-12
415779,9573563,Vestre Lintjernmosen,Vestre Lintjernmosen,Vestre Lintjernmosen,59.610490000000006,11.61507,H,MRSH,NO,,30.0,3013.0,,,0,,175,Europe/Oslo,2019-12-12
415880,9573664,Vestre Høgåsmosen,Vestre Hogasmosen,"Vestre Hogasmosen,Vestre Høgåsmosen",59.618069999999996,11.62739,H,MRSH,NO,,30.0,3013.0,,,0,,209,Europe/Oslo,2019-12-12
415917,9573701,Vestre Perehalsen,Vestre Perehalsen,Vestre Perehalsen,59.6423,11.66461,H,MRSH,NO,,30.0,3013.0,,,0,,304,Europe/Oslo,2019-12-12
416484,9574274,Vestre Torvmyr,Vestre Torvmyr,Vestre Torvmyr,58.34013,7.451039999999999,H,MRSH,NO,,42.0,4205.0,,,0,,395,Europe/Oslo,2019-12-12
416748,9574549,Vestre Kjølen,Vestre Kjolen,"Vestre Kjolen,Vestre Kjølen",61.596790000000006,12.14884,H,MRSH,NO,,34.0,3421.0,,,0,,867,Europe/Oslo,2019-12-12
419486,9577407,Vestre Skarabolsætermåsan,Vestre Skarabolsaetermasan,"Vestre Skarabolsaetermasan,Vestre Skarabolsætermåsan",59.711490000000005,11.67952,H,MRSH,NO,,30.0,3026.0,,,0,,226,Europe/Oslo,2019-12-12
420041,9577962,Vestre Kort,Vestre Kort,Vestre Kort,58.905919999999995,9.15348,H,MRSH,NO,,38.0,3815.0,,,0,,137,Europe/Oslo,2019-12-12
420116,9578037,Vestre Spiremyr,Vestre Spiremyr,Vestre Spiremyr,58.26059,7.67841,H,MRSH,NO,,42.0,4204.0,,,0,,293,Europe/Oslo,2019-12-12
420135,9578056,Vestre Annersgardsmyra,Vestre Annersgardsmyra,Vestre Annersgardsmyra,60.596509999999995,11.073780000000001,H,MRSH,NO,,34.0,3442.0,,,0,,620,Europe/Oslo,2019-12-12
421150,9579071,Vestre Åsmyra,Vestre Asmyra,"Vestre Asmyra,Vestre Åsmyra",60.60624,10.5262,H,MRSH,NO,,34.0,3447.0,,,0,,543,Europe/Oslo,2019-12-12
421170,9579091,Vestre Lundemyra,Vestre Lundemyra,Vestre Lundemyra,60.61322,10.51068,H,MRSH,NO,,34.0,3447.0,,,0,,523,Europe/Oslo,2019-12-12
421691,9579612,Bjørnbassmosen vestre,Bjornbassmosen vestre,"Bjornbassmosen vestre,Bjørnbassmosen vestre,Vestre Bjornbassmasan,Vestre Bjørnbassmåsan",59.8508,11.74901,H,MRSH,NO,,30.0,3026.0,,,0,,345,Europe/Oslo,2019-12-12
421914,9579835,Vestre Tjennsmyra,Vestre Tjennsmyra,Vestre Tjennsmyra,61.062419999999996,11.26335,H,MRSH,NO,,34.0,3422.0,,,0,,672,Europe/Oslo,2019-12-12
422165,9580086,Vestre Grasbergbekken,Vestre Grasbergbekken,Vestre Grasbergbekken,61.17698000000001,11.75809,H,MRSH,NO,,34.0,3420.0,,,0,,712,Europe/Oslo,2019-12-12
422841,9580762,Vestre Saugmyr,Vestre Saugmyr,Vestre Saugmyr,59.89765,11.42778,H,MRSH,NO,,30.0,3026.0,,,0,,206,Europe/Oslo,2019-12-12
423494,9581415,Vestre Sørmyr,Vestre Sormyr,"Vestre Sormyr,Vestre Sørmyr",65.41534,14.17436,H,MRSH,NO,,9.0,1826.0,,,0,,660,Europe/Oslo,2014-09-18
423942,9581863,Vestre Myrholmsmyra,Vestre Myrholmsmyra,Vestre Myrholmsmyra,61.132619999999996,12.047880000000001,H,MRSH,NO,,34.0,3421.0,,,0,,560,Europe/Oslo,2019-12-12
424017,9581938,Vestre Vidaso,Vestre Vidaso,Vestre Vidaso,61.11736,12.16922,H,MRSH,NO,,34.0,3421.0,,,0,,494,Europe/Oslo,2019-12-12
424582,9582503,Vestre Go,Vestre Go,Vestre Go,60.915690000000005,12.29226,H,MRSH,NO,,34.0,3419.0,,,0,,340,Europe/Oslo,2019-12-12
424675,9582596,Vestre Kloppmyra,Vestre Kloppmyra,Vestre Kloppmyra,60.34141999999999,11.75694,H,MRSH,NO,,34.0,3415.0,,,0,,394,Europe/Oslo,2019-12-12
424789,9582710,Vestre Jerstadsætermyra,Vestre Jerstadsaetermyra,"Vestre Jerstadsaetermyra,Vestre Jerstadsætermyra",60.343759999999996,11.82029,H,MRSH,NO,,34.0,3415.0,,,0,,420,Europe/Oslo,2019-12-12
424872,9582793,Vestre Stormyra,Vestre Stormyra,Vestre Stormyra,60.43781,11.862910000000001,H,MRSH,NO,,34.0,3417.0,,,0,,400,Europe/Oslo,2019-12-12
424873,9582794,Vestre Korsmyra,Vestre Korsmyra,Vestre Korsmyra,60.4336,11.87946,H,MRSH,NO,,34.0,3417.0,,,0,,360,Europe/Oslo,2019-12-12
425036,9582957,Vestre Krokmyra,Vestre Krokmyra,Vestre Krokmyra,60.55303000000001,12.17615,H,MRSH,NO,,34.0,3418.0,,,0,,300,Europe/Oslo,2019-12-12
425106,9583027,Vestre Mosemyra,Vestre Mosemyra,Vestre Mosemyra,60.50063000000001,12.29908,H,MRSH,NO,,34.0,3417.0,,,0,,420,Europe/Oslo,2019-12-12
425244,9583165,Vestre Lauvbergstjennsmyra,Vestre Lauvbergstjennsmyra,Vestre Lauvbergstjennsmyra,60.493809999999996,12.5022,H,MRSH,NO,,34.0,3417.0,,,0,,340,Europe/Oslo,2019-12-12
425248,9583169,Vestre Steinmyra,Vestre Steinmyra,Vestre Steinmyra,60.47844,12.44768,H,MRSH,NO,,34.0,3417.0,,,0,,390,Europe/Oslo,2019-12-12
425765,9583686,Vestre Bjønnåsmyrene,Vestre Bjonnasmyrene,"Vestre Bjonnasmyrene,Vestre Bjønnåsmyrene",60.47348,10.9019,H,MRSH,NO,,30.0,3037.0,,,0,,691,Europe/Oslo,2019-12-12
425869,9583790,Vestre Orrmyra,Vestre Orrmyra,Vestre Orrmyra,60.21467,12.19582,H,MRSH,NO,,34.0,3401.0,,,0,,440,Europe/Oslo,2019-12-12
426863,9584784,Vestre Slåtta,Vestre Slatta,"Vestre Slatta,Vestre Slåtta",59.033609999999996,9.34093,H,MRSH,NO,,38.0,3815.0,,,0,,115,Europe/Oslo,2019-12-12
428550,9586473,Vestre Langmyr,Vestre Langmyr,Vestre Langmyr,59.72793000000001,11.54133,H,MRSH,NO,,30.0,3026.0,,,0,,205,Europe/Oslo,2019-12-12
430969,9588977,"Selnesvågen,ytre","Selnesvagen,ytre","Selnesvagen ytre,Selnesvågen ytre,Vestre Selnesvagen,Vestre Selnesvågen",63.91104,9.95787,H,INLT,NO,,21.0,5058.0,,,0,,-9999,Europe/Oslo,2019-12-12
431045,9589053,Vestre Seiviga,Vestre Seiviga,Vestre Seiviga,58.12405,8.23509,H,INLT,NO,,42.0,4215.0,,,0,,5,Europe/Oslo,2019-12-12
431719,9589727,Vestre Hals,Vestre Hals,Vestre Hals,59.87219,10.51287,H,INLT,NO,,30.0,3025.0,,,0,,12,Europe/Oslo,2019-12-12
432194,9590202,Vester Buvika,Vester Buvika,"Vester Buvika,Vestre Buvika",63.33562,9.20172,H,INLT,NO,,21.0,5055.0,,,0,,60,Europe/Oslo,2019-12-12
433035,9591043,Vestra Hamna,Vestra Hamna,"Vestra Hamna,Vestre Havnen",59.98378,5.214519999999999,H,INLT,NO,,46.0,4625.0,,,0,,19,Europe/Oslo,2019-12-12
433835,9591843,Vestre Dalersbukta,Vestre Dalersbukta,Vestre Dalersbukta,57.992459999999994,7.4373,H,INLT,NO,,42.0,4205.0,,,0,,3,Europe/Oslo,2019-12-12
433916,9591924,Vestre Andholmbukta,Vestre Andholmbukta,Vestre Andholmbukta,57.993030000000005,7.57193,H,INLT,NO,,42.0,4205.0,,,0,,5,Europe/Oslo,2019-12-12
434007,9592015,Vestre Dansvik,Vestre Dansvik,Vestre Dansvik,58.003280000000004,7.3491100000000005,H,INLT,NO,,42.0,4205.0,,,0,,-9999,Europe/Oslo,2019-12-12
434018,9592026,Vestre Drasvik,Vestre Drasvik,Vestre Drasvik,57.9991,7.34167,H,INLT,NO,,42.0,4205.0,,,0,,5,Europe/Oslo,2019-12-12
434051,9592059,Vestre Holmbukta,Vestre Holmbukta,Vestre Holmbukta,71.01968000000001,25.027179999999998,H,INLT,NO,,54.0,5434.0,,,0,,-9999,Europe/Oslo,2019-12-12
434502,9592510,Vestre Russesand,Vestre Russesand,Vestre Russesand,71.07524000000001,24.79552,H,INLT,NO,,54.0,5434.0,,,0,,5,Europe/Oslo,2019-12-12
434918,9592926,Vestre Breidbukta,Vestre Breidbukta,Vestre Breidbukta,58.4196,8.77455,H,INLT,NO,,42.0,4203.0,,,0,,4,Europe/Oslo,2019-12-12
434966,9592974,Vestre Buholmbukta,Vestre Buholmbukta,Vestre Buholmbukta,58.47749,8.91121,H,INLT,NO,,42.0,4203.0,,,0,,-9999,Europe/Oslo,2019-12-12
434973,9592981,Vestre Ramsvika,Vestre Ramsvika,Vestre Ramsvika,58.511680000000005,8.913689999999999,H,INLT,NO,,42.0,4203.0,,,0,,6,Europe/Oslo,2019-12-12
435249,9593257,Vestre Seikjeila,Vestre Seikjeila,"Vestre Seikeila,Vestre Seikjeila",70.4703,22.148770000000003,H,INLT,NO,,54.0,5433.0,,,0,,-9999,Europe/Oslo,2019-12-12
436722,9594739,Vestre Skittenvika,Vestre Skittenvika,Vestre Skittenvika,70.65164,22.051289999999998,H,INLT,NO,,54.0,5433.0,,,0,,-9999,Europe/Oslo,2019-12-12
438259,9596322,Vestre Rabbavik,Vestre Rabbavik,"Vestevika,Vestre Rabbavik",60.00821,5.13587,H,INLT,NO,,46.0,4625.0,,,0,,40,Europe/Oslo,2019-12-12
438274,9596337,Vestre Storevik,Vestre Storevik,"Vestra Storevika,Vestre Storevik",60.05534,5.18016,H,INLT,NO,,46.0,4625.0,,,0,,-9999,Europe/Oslo,2019-12-12
438278,9596341,Vestre lending,Vestre lending,"Vestra Lendinga,Vestre lending",60.05021,5.208069999999999,H,INLT,NO,,46.0,4625.0,,,0,,3,Europe/Oslo,2019-12-12
438770,9596851,Vestre Hølen,Vestre Holen,"Vestre Holen,Vestre Hølen",60.15576,5.39759,H,INLT,NO,,46.0,4624.0,,,0,,-9999,Europe/Oslo,2019-12-12
438862,9596947,Vestre Samnungsøybogen,Vestre Samnungsoybogen,"Vestre Samnungsoybogen,Vestre Samnungsøybogen",59.80453000000001,5.0919,H,INLT,NO,,46.0,4613.0,,,0,,6,Europe/Oslo,2019-12-12
438933,9597019,Vestre Jernnaglevika,Vestre Jernnaglevika,Vestre Jernnaglevika,59.88365,5.0730699999999995,H,INLT,NO,,46.0,4613.0,,,0,,4,Europe/Oslo,2019-12-12
440216,9598326,Vestre Eidsviki,Vestre Eidsviki,"Vestre Eidsvika,Vestre Eidsviki",60.675830000000005,5.087940000000001,H,INLT,NO,,46.0,4631.0,,,0,,3,Europe/Oslo,2019-12-12
440329,9598442,Vestre Bjørneviki,Vestre Bjorneviki,"Vestre Bjornevika,Vestre Bjorneviki,Vestre Bjørnevika,Vestre Bjørneviki",60.69876,5.39007,H,INLT,NO,,46.0,4631.0,,,0,,-9999,Europe/Oslo,2019-12-12
440714,9598835,Vestra Båtevika,Vestra Batevika,"Vestra Batevika,Vestra Båtevika,Vestre Batevika,Vestre Båtevika",60.546240000000004,4.85553,H,INLT,NO,,46.0,4626.0,,,0,,-9999,Europe/Oslo,2019-12-12
441139,9599268,Vestre Langevik,Vestre Langevik,Vestre Langevik,58.059909999999995,7.980119999999999,H,INLT,NO,,42.0,4204.0,,,0,,-9999,Europe/Oslo,2019-12-12
444198,9602399,Vestre Fløholmvika,Vestre Floholmvika,"Vestre Floholmvika,Vestre Fløholmvika",61.512919999999994,5.18722,H,INLT,NO,,46.0,4602.0,,,0,,3,Europe/Oslo,2019-12-12
444683,9602894,Vestre Vågen,Vestre Vagen,"Vestre Vagen,Vestre Vågen",59.04339,5.8190800000000005,H,INLT,NO,,14.0,1130.0,,,0,,1,Europe/Oslo,2014-09-19
444841,9603055,Vestre kilen,Vestre kilen,Vestre kilen,59.07208000000001,10.86089,H,INLT,NO,,30.0,3011.0,,,0,,3,Europe/Oslo,2019-12-12
446212,9604440,Vestre Steinsvik,Vestre Steinsvik,Vestre Steinsvik,58.072030000000005,6.89906,H,INLT,NO,,42.0,4206.0,,,0,,2,Europe/Oslo,2019-12-12
446213,9604441,Vestre Slettebugdøybukta,Vestre Slettebugdoybukta,"Vestre Slettebugdoybukta,Vestre Slettebugdøybukta",58.07626,6.9138399999999995,H,INLT,NO,,42.0,4206.0,,,0,,15,Europe/Oslo,2019-12-12
447508,9605736,Vestre Havn,Vestre Havn,Vestre Havn,58.972159999999995,5.7285699999999995,H,INLT,NO,,14.0,1103.0,,,0,,7,Europe/Oslo,2014-09-19
448108,9606338,Vestre Hillesjøen,Vestre Hillesjoen,"Vestre Hillesjoen,Vestre Hillesjøen",59.73474,5.23149,H,INLT,NO,,46.0,4613.0,,,0,,8,Europe/Oslo,2019-12-12
449099,9607334,Lille-Korsvik,Lille-Korsvik,"Lille-Korsvik,Vestre Korsvika",70.48456,22.19986,H,INLT,NO,,54.0,5433.0,,,0,,-9999,Europe/Oslo,2019-12-12
450051,9608348,Vestre Godalsvika,Vestre Godalsvika,Vestre Godalsvika,60.26501999999999,5.282780000000001,H,INLT,NO,,46.0,4601.0,,,0,,-9999,Europe/Oslo,2019-12-12
450654,9608951,Vestre Sætravågen,Vestre Saetravagen,"Vestre Saetravagen,Vestre Sætravågen",59.90472,5.24443,H,INLT,NO,,46.0,4615.0,,,0,,-9999,Europe/Oslo,2019-12-12
450859,9609156,Vestra Sælsvika,Vestra Saelsvika,"Vestra Saelsvika,Vestra Sælsvika,Vestre Selsvika",60.16608000000001,5.06685,H,INLT,NO,,46.0,4626.0,,,0,,-9999,Europe/Oslo,2019-12-12
450939,9609236,"Vinnesvågen,vestre","Vinnesvagen,vestre","Vestre Vinnesvagen,Vestre Vinnesvågen,Vinnesvagen vestre,Vinnesvågen vestre",60.00776,5.26011,H,INLT,NO,,46.0,4625.0,,,0,,40,Europe/Oslo,2019-12-12
453508,9647849,Vestre Vasslia,Vestre Vasslia,Vestre Vasslia,58.13225,7.43095,T,HLL,NO,,42.0,4205.0,,,0,,232,Europe/Oslo,2019-12-12
453578,9647919,Vestre Skaren,Vestre Skaren,Vestre Skaren,58.40435,7.53448,T,HLL,NO,,42.0,4205.0,,,0,,159,Europe/Oslo,2019-12-12
453951,9648292,Vestre Råsjølia,Vestre Rasjolia,"Vestre Rasjolia,Vestre Råsjølia",60.20544,10.79067,T,HLL,NO,,30.0,3036.0,,,0,,493,Europe/Oslo,2019-12-12
453978,9648319,Vestre Totnerlia,Vestre Totnerlia,Vestre Totnerlia,60.294369999999994,11.01484,T,HLL,NO,,30.0,3036.0,,,0,,400,Europe/Oslo,2019-12-12
457841,9652218,Vestre Skot,Vestre Skot,Vestre Skot,58.4483,8.57198,T,HLL,NO,,42.0,4203.0,,,0,,73,Europe/Oslo,2019-12-12
459673,9654120,Vestre Kvitingslia,Vestre Kvitingslia,Vestre Kvitingslia,60.559830000000005,10.48607,T,HLL,NO,,34.0,3446.0,,,0,,650,Europe/Oslo,2019-12-12
460500,9654948,Vestre Lauvvasslia,Vestre Lauvvasslia,Vestre Lauvvasslia,63.496809999999996,9.50532,T,HLL,NO,,21.0,5059.0,,,0,,316,Europe/Oslo,2019-12-15
461023,9655478,Vestre slåtta,Vestre slatta,"Vestre slatta,Vestre slåtta",58.44396,7.76691,T,HLL,NO,,42.0,4223.0,,,0,,299,Europe/Oslo,2019-12-12
466293,9660763,Vestre Rasaberget,Vestre Rasaberget,Vestre Rasaberget,60.524330000000006,11.47932,T,HLL,NO,,34.0,3413.0,,,0,,440,Europe/Oslo,2019-12-12
467700,9662171,Vestre Knuteliane,Vestre Knuteliane,Vestre Knuteliane,58.44531,8.208060000000001,T,HLL,NO,,42.0,4216.0,,,0,,371,Europe/Oslo,2019-12-12
468717,9663188,Vestre Kovan,Vestre Kovan,Vestre Kovan,64.66487,12.616610000000001,T,HLL,NO,,21.0,5045.0,,,0,,140,Europe/Oslo,2018-05-08
469428,9663900,Vestre Siplelia,Vestre Siplelia,Vestre Siplelia,59.06796,8.33341,T,HLL,NO,,38.0,3823.0,,,0,,639,Europe/Oslo,2019-12-12
470756,9665234,Vestre stedjan,Vestre stedjan,Vestre stedjan,58.4829,7.379239999999999,T,HLL,NO,,42.0,4225.0,,,0,,372,Europe/Oslo,2019-12-12
474498,9669001,Vestre Tysllia,Vestre Tysllia,Vestre Tysllia,61.99438000000001,10.92108,T,HLL,NO,,34.0,3424.0,,,0,,440,Europe/Oslo,2019-12-12
474909,9669412,Vestre Talet,Vestre Talet,Vestre Talet,62.23135,11.0511,T,HLL,NO,,34.0,3426.0,,,0,,880,Europe/Oslo,2019-12-12
476087,9690104,Vestre Slemlia,Vestre Slemlia,Vestre Slemlia,61.477309999999996,11.42022,T,HLL,NO,,34.0,3424.0,,,0,,631,Europe/Oslo,2019-12-12
477363,9691380,Vestre Klokkerlia,Vestre Klokkerlia,Vestre Klokkerlia,60.6895,10.11234,T,HLL,NO,,34.0,3447.0,,,0,,647,Europe/Oslo,2019-12-12
478700,9692717,Vestre Rønevanglia,Vestre Ronevanglia,"Vestre Ronevanglia,Vestre Rønevanglia",60.51943000000001,11.45191,T,HLL,NO,,34.0,3413.0,,,0,,480,Europe/Oslo,2019-12-12
479143,9693160,Vestre Haglåslia,Vestre Haglaslia,"Vestre Haglaslia,Vestre Haglåslia",58.99564,8.835510000000001,T,HLL,NO,,38.0,3815.0,,,0,,399,Europe/Oslo,2019-12-12
479711,9693728,Vestre Garrajoklia,Vestre Garrajoklia,"Garajokklia,Vestre Garrajoklia",69.81796999999999,23.15063,T,HLL,NO,,54.0,5403.0,,,0,,100,Europe/Oslo,2019-12-12
480492,9694575,Vestretangen,Vestretangen,"Vestre Tangen,Vestretangen",60.81345,4.8893699999999995,T,PT,NO,,46.0,4632.0,,,0,,-9999,Europe/Oslo,2019-12-12
481107,9695190,Vestre Fereldneset,Vestre Fereldneset,Vestre Fereldneset,61.91423,5.01008,T,PT,NO,,46.0,4602.0,,,0,,-9999,Europe/Oslo,2019-12-12
482566,9696651,Vestre Steinvikodden,Vestre Steinvikodden,Vestre Steinvikodden,57.98781999999999,7.0752,T,PT,NO,,42.0,4205.0,,,0,,0,Europe/Oslo,2019-12-12
482999,9697084,Vestre Odden,Vestre Odden,Vestre Odden,59.54496999999999,5.45553,T,PT,NO,,46.0,4612.0,,,0,,40,Europe/Oslo,2019-12-12
483423,9697508,Vestre Avløys,Vestre Avloys,"Vestre Avloys,Vestre Avløys",69.64239,17.956770000000002,T,PT,NO,,54.0,5401.0,,,0,,1,Europe/Oslo,2019-12-12
483497,9697582,Vestre Hui,Vestre Hui,Vestre Hui,59.120219999999996,10.34978,T,PT,NO,,38.0,3811.0,,,0,,12,Europe/Oslo,2019-12-12
484253,9698338,Vestre Kalakneset,Vestre Kalakneset,Vestre Kalakneset,70.61773000000001,27.02635,T,PT,NO,,54.0,5438.0,,,0,,-9999,Europe/Oslo,2019-12-12
484307,9698392,Vestre Stingnebb,Vestre Stingnebb,Vestre Stingnebb,58.02815,7.338360000000001,T,PT,NO,,42.0,4205.0,,,0,,12,Europe/Oslo,2019-12-12
484394,9698479,Vestre Fiskeodden,Vestre Fiskeodden,Vestre Fiskeodden,57.97654,7.6311100000000005,T,PT,NO,,42.0,4205.0,,,0,,0,Europe/Oslo,2019-12-12
484396,9698481,Vestre Sauodden,Vestre Sauodden,Vestre Sauodden,58.00043,7.65108,T,PT,NO,,42.0,4205.0,,,0,,-9999,Europe/Oslo,2019-12-12
484736,9698821,Vestre Straumsnes,Vestre Straumsnes,Vestre Straumsnes,70.69996,29.37452,T,PT,NO,,54.0,5440.0,,,0,,-9999,Europe/Oslo,2019-12-12
